ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
1114,1971,Master,Married,128661.94,1,0,2019-12-01,132,1710.65,19.38,527.04,113.34,20.09,321.79,1,7,6,20,17,0,0,0,1,1,0,0
1115,1941,2n Cycle,Divorced,66986.26,1,1,2013-12-11,293,1065.44,74.07,427.45,33.11,103.5,571.96,6,7,2,12,20,0,0,1,1,1,0,0
1116,1967,Graduation,Together,65673.96,1,0,2017-02-15,158,1270.98,33.4,184.2,161.1,62.77,99.66,2,14,3,7,11,0,0,0,0,0,0,0
1117,1942,Graduation,Together,61658.05,0,0,2012-01-23,113,835.49,50.35,191.23,107.64,38.02,527.87,4,9,4,9,12,0,0,0,0,0,0,0
1118,1984,Master,Single,108965.17,0,1,2018-07-25,51,1470.27,55.27,472.17,15.21,73.6,402.71,2,12,4,9,14,0,0,0,0,0,0,0
1119,1960,Master,Widow,89520.51,2,1,2013-04-28,37,482.03,74.58,336.02,225.77,50.39,544.8,10,9,1,9,10,0,0,0,0,0,0,0
1120,1953,Master,Married,84523.32,1,1,2015-01-25,27,1251.51,73.73,95.96,97.59,61.3,304.6,10,10,3,12,14,1,0,0,0,0,0,0
1121,1988,2n Cycle,Single,35891.68,1,0,2019-03-03,303,163.15,61.63,531.0,105.29,22.12,167.45,7,5,3,8,21,0,0,0,0,0,0,0
1122,1971,PhD,Together,75262.77,2,1,2018-08-27,96,779.58,57.6,322.74,104.91,34.12,461.93,4,5,5,13,20,1,0,1,0,0,0,0
1123,1961,Graduation,YOLO,81494.19,1,0,2015-03-03,348,482.74,61.58,154.4,186.73,46.14,201.75,4,10,3,11,8,0,0,0,0,0,0,0
1124,1957,2n Cycle,Single,31515.57,0,1,2019-10-01,333,487.02,148.2,247.76,149.51,44.22,196.63,2,9,3,9,12,0,1,0,0,0,0,0
1125,1946,Graduation,Together,52934.29,0,0,2015-01-03,207,1619.23,75.89,363.2,241.94,13.85,589.9,3,5,4,17,12,0,0,0,1,1,0,0
1126,1990,PhD,Married,101081.16,1,1,2013-10-25,98,1092.94,67.08,360.59,168.23,57.17,1112.71,3,6,1,13,16,0,0,0,0,0,0,0
1127,1981,Graduation,Married,67106.96,0,0,2019-02-23,139,809.14,67.24,264.32,69.07,40.48,731.41,2,10,2,13,13,0,0,0,0,0,0,0
1128,1993,Graduation,Widow,43100.8,1,0,2018-02-05,325,955.91,111.6,229.19,157.09,26.64,53.55,5,16,4,15,13,0,0,0,0,1,0,0
1129,1962,Graduation,Married,65802.4,0,0,2012-10-21,277,1119.81,17.19,299.19,54.86,69.76,263.94,3,10,1,12,15,1,0,0,1,1,0,0
1130,1994,Basic,Widow,41212.29,1,0,2018-12-20,178,759.11,74.44,315.01,114.77,41.66,585.08,1,11,2,6,13,0,0,0,0,0,0,0
1131,1944,Master,Married,113758.24,0,0,2014-03-21,270,1619.44,84.53,471.99,230.39,58.95,135.42,8,11,3,14,22,1,0,0,0,0,1,0
1132,1982,Graduation,Divorced,72603.13,1,1,2019-03-15,154,1569.4,104.67,573.89,49.88,32.78,969.9,6,9,5,11,19,0,0,0,0,0,0,1
1133,1982,PhD,Married,96428.65,0,0,2017-07-24,337,1305.25,94.54,262.93,242.11,117.84,158.29,5,9,1,10,16,0,0,0,0,0,0,0
1134,1981,Graduation,Married,61394.32,2,2,2017-08-22,339,1597.92,115.52,144.15,104.81,65.81,822.52,6,12,1,14,18,0,0,0,0,0,0,0
1135,1976,2n Cycle,Single,36570.17,1,2,2012-10-19,235,499.93,78.77,382.83,146.29,31.95,227.17,5,9,4,11,12,0,0,0,0,0,0,0
1136,1985,Graduation,Single,60844.33,1,1,2013-10-03,242,1406.9,73.67,350.81,187.22,48.39,0.0,4,7,2,14,17,0,0,0,1,0,0,0
1137,1961,Master,Absurd,73612.3,0,0,2016-10-10,351,1610.64,71.08,328.33,108.53,25.71,510.81,4,9,1,6,11,0,0,0,0,0,0,0
1138,1942,Graduation,Married,73024.09,1,0,2016-02-10,110,488.76,100.97,531.02,124.48,47.61,743.91,5,9,4,8,24,0,0,0,0,0,0,0
1139,1957,Graduation,Single,63269.48,2,1,2013-12-03,37,773.04,114.57,280.26,81.48,26.85,493.95,6,9,3,7,13,0,0,0,0,0,0,0
1140,1959,Master,Single,109263.29,0,0,2019-04-15,112,716.2,70.98,147.94,128.07,28.02,187.32,7,12,6,16,18,0,0,0,0,0,0,0
1141,1999,Graduation,Together,62901.44,0,1,2016-02-23,198,1382.25,92.41,186.46,97.77,114.59,197.53,1,10,1,9,13,0,0,1,0,0,0,0
1142,1951,Master,Absurd,102235.8,1,0,2018-12-11,141,1266.64,85.08,339.81,251.79,26.39,951.22,4,14,1,16,18,0,0,1,0,0,0,0
1143,1982,Master,Widow,60100.57,0,0,2017-09-01,162,1058.66,40.0,322.82,365.73,51.79,295.81,3,4,3,9,14,0,0,0,0,0,0,1
1144,1988,Graduation,Absurd,76482.75,1,0,2012-11-22,260,603.68,55.58,266.57,122.6,36.74,161.06,11,10,3,6,12,0,0,0,0,1,0,0
1145,1996,Graduation,Absurd,48942.21,1,0,2015-04-05,76,578.1,77.33,335.67,90.71,81.48,290.58,2,6,3,10,19,0,0,0,0,0,0,0
1146,1965,Graduation,Widow,80859.71,0,0,2015-01-15,229,714.89,75.25,429.64,248.18,130.42,96.83,4,5,1,11,12,0,0,0,1,0,1,0
1147,1988,Graduation,Single,63577.4,1,2,2015-08-06,76,652.93,19.84,401.37,96.38,30.61,151.39,6,12,4,14,14,0,0,0,0,0,0,0
1148,1947,Master,Married,124453.09,0,0,2013-04-25,265,1344.65,78.84,192.33,305.53,86.01,294.34,6,10,2,10,12,0,0,0,0,0,0,0
1149,1954,Graduation,Married,53977.96,2,1,2013-11-15,149,1339.06,28.58,122.02,129.38,12.18,147.35,3,4,4,11,14,0,0,0,0,1,0,1
1150,1950,Graduation,Married,63859.81,0,1,2018-10-08,107,1960.13,81.08,161.23,252.84,50.17,523.1,5,8,4,15,15,0,0,0,0,0,0,0
1151,1978,Graduation,Single,72674.95,1,0,2012-08-26,182,1474.45,61.02,586.01,92.43,32.41,76.49,7,5,4,3,16,0,0,0,1,0,0,0
1152,1968,Graduation,Married,94011.87,0,1,2012-03-01,319,797.78,46.49,479.74,182.43,56.97,580.45,4,13,4,10,20,0,0,0,1,0,1,0
1153,1964,Basic,Single,24349.14,1,0,2019-12-01,108,421.88,49.92,181.46,113.44,62.75,579.91,2,8,2,13,23,0,1,0,0,0,1,1
1154,1991,Graduation,Married,68438.22,1,0,2016-09-12,327,1815.8,116.12,220.89,151.95,77.55,293.0,3,10,5,10,18,1,0,0,0,0,0,0
1155,1994,Graduation,Married,46990.54,1,1,2015-08-06,265,409.51,49.94,310.66,213.52,96.81,521.08,5,10,3,9,10,0,0,0,0,0,0,0
1156,1962,Graduation,Divorced,69210.07,0,1,2013-02-23,121,1359.0,51.22,454.47,86.85,59.58,274.65,6,10,5,10,17,0,1,0,0,0,0,0
1157,1943,2n Cycle,Widow,50888.06,1,1,2018-10-09,315,404.23,156.12,271.71,170.65,16.29,594.19,3,7,3,10,14,0,0,0,0,0,0,0
1158,1967,Graduation,Single,65892.73,0,1,2019-03-15,139,827.54,63.12,236.17,118.3,80.69,186.36,4,5,3,10,16,0,0,0,0,0,0,0
1159,1953,Graduation,Single,67777.79,2,2,2015-05-08,216,571.35,65.13,296.53,98.9,58.08,415.73,6,9,3,12,9,0,0,1,0,0,0,0
1160,1941,Master,Married,74016.08,2,0,2014-11-12,211,890.01,50.27,317.51,138.79,64.24,328.61,8,10,5,18,13,0,0,0,0,0,0,0
1161,1996,Graduation,Divorced,49602.01,1,0,2014-03-01,131,309.56,70.46,252.42,252.41,55.58,218.13,5,5,2,7,14,0,0,0,0,0,1,0
1162,1948,Graduation,Single,93649.77,0,0,2015-12-01,3,1009.61,183.24,122.88,180.25,57.75,190.5,3,2,1,11,11,0,0,0,1,0,0,0
1163,1996,Master,Together,72458.89,0,2,2012-05-06,179,1680.65,86.29,194.84,430.63,89.17,887.25,2,10,6,20,13,0,0,0,0,1,0,0
1164,1985,Graduation,Together,58766.69,0,0,2012-04-20,357,1996.29,70.56,341.35,71.65,26.96,594.54,4,8,2,8,10,0,0,0,0,1,1,0
1165,1951,Graduation,Single,56345.48,1,0,2012-10-26,243,2054.94,158.47,259.13,111.06,59.48,269.74,5,9,3,12,9,1,0,0,1,0,0,0
1166,1999,Graduation,Married,63588.6,1,0,2018-05-17,283,297.43,65.84,109.45,188.99,33.24,203.14,3,7,5,11,12,0,0,0,0,1,0,0
1167,1967,Graduation,Married,86051.78,0,0,2017-08-24,252,709.39,140.74,237.46,232.5,35.18,347.8,4,10,2,8,16,0,0,0,0,1,0,0
1168,1953,PhD,Together,121847.84,0,0,2018-04-11,159,1270.21,52.45,299.97,239.98,53.0,188.99,0,8,1,11,16,0,0,0,0,0,0,0
1169,1953,Graduation,YOLO,72564.13,1,0,2016-12-17,169,1394.26,59.97,286.86,23.44,26.88,464.74,2,10,3,14,10,1,0,0,0,0,0,0
1170,1998,2n Cycle,Married,47336.69,0,1,2016-06-26,113,465.83,84.89,278.8,171.45,58.32,292.98,7,9,2,14,22,0,0,0,0,0,0,0
1171,1945,Graduation,Single,71307.48,1,2,2014-01-22,292,564.96,136.69,587.27,120.73,48.65,350.4,7,7,0,14,18,0,0,0,1,0,1,0
1172,1989,2n Cycle,Married,28332.32,0,0,2012-08-26,166,490.45,166.84,496.54,170.85,54.19,670.2,4,8,3,13,16,0,0,0,0,0,1,0
1173,1999,Graduation,Married,38786.43,0,2,2018-08-07,250,1209.38,22.07,304.92,193.28,18.35,625.16,9,9,2,13,18,0,0,0,0,0,0,0
1174,1976,Graduation,Divorced,74686.69,1,0,2014-07-03,172,951.1,110.49,249.88,161.5,54.57,155.61,6,8,1,16,20,1,0,0,0,0,0,0
1175,1988,Graduation,Married,44710.05,1,1,2014-11-04,169,551.95,94.08,131.06,199.89,80.47,697.85,5,10,5,12,14,0,0,0,0,0,0,0
1176,1944,Basic,Single,55396.56,2,0,2016-09-10,13,541.65,56.79,133.72,143.66,45.08,205.02,8,10,5,11,15,0,0,1,0,0,1,0
1177,1953,Master,Alone,74384.88,1,0,2016-05-22,128,1161.64,70.86,324.01,145.85,43.38,511.26,6,9,2,12,11,0,0,0,0,0,0,0
1178,1968,Graduation,Married,79078.6,1,1,2014-06-14,257,1015.5,40.75,295.85,239.37,22.25,646.95,5,12,6,16,9,1,0,0,0,0,0,0
1179,1958,Graduation,Widow,92695.7,2,0,2017-08-27,116,1201.61,27.33,229.62,278.94,58.97,933.57,6,12,3,7,24,0,0,0,0,0,0,0
1180,1946,Master,Married,105070.9,0,1,2012-03-20,195,1160.53,80.81,247.75,45.06,39.19,395.31,2,10,3,11,11,0,0,0,0,0,0,0
1181,1968,Graduation,Alone,76596.55,1,1,2019-03-25,122,917.04,93.08,183.56,84.72,41.05,366.24,5,5,3,18,17,1,0,0,0,0,0,0
1182,1955,2n Cycle,Together,26176.63,1,1,2019-04-20,18,183.02,47.07,275.87,355.51,99.9,234.23,8,9,6,9,10,0,0,0,0,0,0,0
1183,1967,Graduation,Widow,76837.74,2,1,2015-10-28,77,592.3,72.17,221.24,192.1,77.4,497.32,4,7,2,16,12,0,0,0,0,0,0,0
1184,1951,Basic,Absurd,34331.96,1,2,2018-11-18,48,664.27,133.21,323.34,122.8,46.66,473.5,9,7,2,10,11,0,0,1,0,0,0,0
1185,1962,Graduation,Married,57594.58,1,2,2015-07-06,200,1566.91,46.4,405.6,145.89,86.72,572.58,6,10,3,13,14,0,0,0,0,1,0,0
1186,1986,Graduation,Divorced,56645.58,0,0,2018-04-25,141,607.63,51.83,400.25,108.29,64.27,508.83,5,8,2,9,13,0,0,0,0,1,0,0
1187,1942,Graduation,Married,84357.84,0,0,2016-05-11,195,1043.39,37.58,360.7,166.27,42.02,165.35,5,5,2,10,16,0,0,0,0,1,0,0
1188,1970,Graduation,Together,53855.91,1,0,2015-12-12,292,695.82,31.43,369.58,169.46,57.99,763.82,3,7,3,13,12,0,0,0,0,0,0,0
1189,1969,Master,Absurd,132853.96,1,1,2012-02-13,116,959.61,65.44,184.78,115.7,26.6,812.92,4,10,4,8,8,0,0,0,0,1,1,0
1190,1995,2n Cycle,Alone,28245.53,1,1,2014-08-08,248,1221.18,276.69,235.8,301.9,83.77,231.6,2,4,5,16,19,0,0,0,0,0,0,0
1191,1995,Basic,Widow,42280.4,0,0,2019-12-28,268,294.4,83.91,558.97,119.78,43.41,159.07,2,9,6,7,10,0,0,0,1,1,0,0
1192,1997,Graduation,Widow,45868.54,1,0,2018-05-12,355,426.2,43.76,181.5,95.78,33.19,1207.61,4,9,1,6,17,0,0,0,0,1,0,0
1193,1948,Graduation,Married,53204.86,1,0,2016-05-13,175,848.87,69.98,219.54,77.01,56.35,489.64,5,7,6,12,18,1,0,0,0,0,0,0
1194,1967,Graduation,Divorced,79506.44,0,0,2014-06-01,88,1631.55,60.84,270.77,203.67,52.25,389.43,1,6,5,7,20,0,0,0,0,0,0,0
1195,1973,Basic,Widow,37713.49,1,2,2016-10-09,11,187.23,115.55,391.3,384.72,33.59,0.0,2,8,3,11,18,0,0,0,0,0,0,0
1196,1961,Master,Single,101001.26,1,0,2017-02-22,321,1934.24,127.03,239.98,50.07,37.57,363.93,3,9,5,6,18,0,0,0,1,0,0,0
1197,1953,Master,Together,109632.82,0,0,2015-03-11,267,1423.61,79.61,213.85,226.86,71.54,689.13,3,8,7,16,17,0,0,0,0,1,0,0
1198,1959,Graduation,Divorced,55721.68,0,0,2019-03-27,260,515.6,24.05,229.29,176.85,47.59,751.32,3,10,2,9,9,0,0,0,0,0,1,0
1199,1960,Master,Single,119054.54,0,0,2015-08-14,350,1876.0,70.33,301.67,156.78,79.32,517.7,4,4,5,12,20,0,0,0,1,0,0,0
1200,1941,Basic,Married,41826.86,1,0,2013-10-26,213,701.38,91.15,407.54,33.86,79.83,390.24,3,9,1,18,22,0,0,0,0,0,0,0
1201,1978,2n Cycle,Married,48471.24,1,2,2012-06-12,41,1156.95,204.19,271.19,82.98,35.59,194.96,6,11,4,22,12,1,0,0,0,0,0,0
1202,1978,2n Cycle,Single,21989.75,0,0,2015-04-19,90,131.56,61.97,229.51,320.54,31.99,619.44,3,5,2,13,19,0,1,0,0,1,0,0
1203,1970,Graduation,Married,72950.63,1,0,2012-05-07,77,1790.78,43.24,476.29,239.65,34.86,104.12,5,5,1,16,15,0,0,0,0,0,0,0
1204,1947,Graduation,Widow,89796.8,1,0,2016-10-24,204,1848.51,151.05,244.79,36.3,70.0,0.0,4,10,7,14,10,0,0,0,0,1,0,0
1205,1968,Master,Divorced,111399.19,1,0,2019-05-09,57,536.58,87.52,163.94,131.64,79.87,460.9,4,4,3,10,20,0,0,1,0,0,0,0
1206,1940,2n Cycle,Together,55330.75,1,0,2014-12-01,31,1201.84,84.97,198.98,388.72,24.74,637.42,3,7,6,13,21,1,0,0,0,1,0,0
1207,1950,Graduation,Alone,85642.01,2,0,2017-09-09,163,1077.57,50.66,216.02,279.68,82.52,480.56,4,9,1,8,13,1,0,0,0,0,1,0
1208,1968,Graduation,Divorced,52626.57,1,0,2018-11-11,184,2507.27,39.82,353.64,134.3,55.19,228.03,4,10,5,10,13,0,1,0,0,0,1,1
1209,1988,Graduation,Married,59842.56,1,2,2013-09-22,207,1400.94,46.56,417.41,303.82,90.52,51.37,6,3,5,12,16,0,0,0,0,0,0,0
1210,1999,Master,Widow,61907.78,0,0,2017-04-24,290,427.01,56.65,310.6,218.48,30.99,263.51,5,7,2,11,8,0,0,0,0,0,0,0
1211,1953,PhD,Married,96932.86,2,1,2019-05-09,232,1901.65,162.15,317.15,194.57,30.04,726.63,5,10,3,12,12,0,0,0,0,1,0,0
1212,1956,2n Cycle,Married,53367.94,1,0,2016-04-17,337,2140.55,73.16,195.52,142.79,106.17,415.72,4,9,3,11,17,0,1,0,0,0,0,0
1213,1960,Master,Divorced,130401.87,1,0,2016-05-22,71,1296.34,47.1,212.69,269.15,137.87,446.64,6,5,2,7,14,0,0,0,0,0,0,0
1214,1950,Graduation,Married,84173.13,0,2,2012-07-22,57,699.34,117.66,439.68,226.55,64.71,507.94,4,6,3,12,8,0,0,0,0,0,1,0
1215,1989,Master,Married,64528.94,0,2,2014-07-01,159,911.88,90.38,532.34,148.21,60.74,533.81,8,7,2,7,14,0,0,0,1,0,1,0
1216,1997,Master,Single,77389.81,1,0,2012-10-12,13,2201.49,52.71,196.28,133.82,78.36,629.77,4,8,3,23,14,0,1,0,0,1,0,0
1217,1989,Graduation,Divorced,75799.11,1,0,2014-02-16,99,1048.17,84.45,169.66,176.85,47.78,936.49,2,4,1,11,15,0,0,0,0,0,0,0
1218,1958,Graduation,Married,92135.33,1,0,2017-02-21,257,1744.53,131.13,407.45,200.9,35.69,274.89,4,12,3,13,16,0,1,0,1,0,1,0
1219,1989,Graduation,Married,63803.34,2,0,2017-03-04,273,1425.92,165.12,158.71,114.82,54.35,279.86,11,3,2,22,17,0,0,0,0,0,1,0
1220,1967,Graduation,Single,54519.94,2,1,2012-05-09,161,1493.15,65.67,442.78,94.49,68.8,396.85,2,15,3,6,16,0,0,0,0,1,0,0
1221,1971,Graduation,Single,92148.11,0,1,2016-08-21,364,1341.25,66.44,203.97,61.25,60.88,448.99,10,6,6,12,20,0,0,1,1,0,0,0
1222,1991,Graduation,Absurd,73038.96,2,0,2012-12-16,37,1776.11,64.67,424.73,178.39,104.0,534.65,8,6,1,10,11,0,0,0,1,1,0,0
1223,1943,Basic,Single,55597.12,0,0,2019-03-23,213,1063.34,72.49,279.53,60.4,48.39,593.12,1,7,1,14,17,0,0,0,0,0,0,0
1224,1997,Graduation,YOLO,35412.92,1,2,2015-02-14,218,542.3,38.9,226.28,64.52,64.16,390.46,2,5,2,9,18,0,0,0,0,0,1,0
1225,1962,Graduation,Divorced,57425.14,2,1,2019-02-20,166,1399.74,88.46,290.74,232.02,74.47,258.35,3,8,1,9,11,0,0,0,0,0,0,0
1226,1998,Graduation,Single,38293.33,2,1,2012-03-25,231,674.23,87.55,211.84,173.07,45.48,142.94,8,11,4,13,10,0,0,0,1,0,0,0
1227,1958,2n Cycle,Single,47790.28,2,0,2012-01-14,309,368.5,107.98,326.29,318.66,42.41,0.0,4,6,2,15,16,0,0,0,0,1,0,0
1228,1970,Basic,Married,55954.88,1,0,2014-02-13,364,1686.27,79.32,207.55,44.85,60.34,541.69,3,3,3,15,15,0,0,1,0,0,0,0
1229,1965,Master,Single,131638.7,0,1,2018-03-26,44,673.12,135.3,199.0,88.74,53.29,304.44,3,9,1,14,10,1,0,0,0,0,0,0
1230,1968,Graduation,Absurd,76060.43,2,0,2016-07-11,80,1034.9,50.78,385.94,211.23,73.15,564.35,5,10,2,11,14,1,1,0,1,0,0,0
1231,1956,PhD,Married,120138.52,1,1,2012-10-14,161,993.26,93.41,320.14,122.62,33.29,149.49,6,10,4,16,16,0,0,1,0,0,0,0
1232,1971,Master,Widow,132530.44,1,0,2014-05-07,214,811.93,93.22,170.4,93.96,42.63,230.98,6,11,1,10,16,0,0,0,0,0,0,0
1233,1959,Basic,Widow,33581.44,0,0,2016-02-28,249,870.62,69.27,283.6,153.09,40.94,271.64,3,4,5,6,11,0,0,0,1,0,0,0
1234,1941,Master,Widow,136297.76,0,1,2018-04-08,16,1734.33,62.45,481.57,154.87,22.59,437.63,1,5,4,19,19,0,1,0,0,0,0,0
1235,1951,Master,Together,134026.64,1,0,2012-12-10,2,1565.56,55.08,310.92,141.34,63.15,247.88,6,6,3,14,16,0,0,0,0,0,0,0
1236,1984,Basic,Married,57726.33,1,1,2014-08-19,217,1783.12,67.5,386.61,78.26,36.34,345.63,6,6,3,7,14,0,0,0,0,0,0,0
1237,1961,Graduation,Divorced,50288.23,0,0,2014-10-26,36,1052.03,89.14,259.06,169.02,49.95,155.72,3,6,4,7,19,0,1,0,0,1,0,0
1238,1977,Graduation,Together,49189.89,2,0,2013-11-07,269,1196.81,207.55,262.07,106.09,84.26,291.82,7,9,8,17,21,0,0,0,0,1,0,0
1239,1967,Graduation,Married,89056.07,1,0,2014-03-22,96,640.38,62.76,354.31,181.12,49.5,0.0,5,10,1,6,13,0,0,0,0,0,0,0
1240,1961,Graduation,Single,65592.9,1,1,2019-02-09,216,1795.02,81.42,239.45,249.94,24.1,390.87,6,14,2,4,11,0,0,0,0,0,0,0
1241,1961,Graduation,Single,56362.3,1,1,2013-03-07,145,1940.56,65.91,248.56,46.49,66.24,0.0,4,6,6,6,8,0,0,0,0,0,0,1
1242,1999,Graduation,Alone,50988.03,0,2,2016-08-24,340,511.66,79.62,232.45,115.0,10.54,517.11,6,7,3,8,16,0,0,0,0,0,1,0
1243,1965,Master,Divorced,126057.75,0,2,2017-05-02,165,2052.34,99.99,202.7,100.21,72.42,157.27,4,9,3,12,12,0,0,0,0,0,0,0
1244,1982,Graduation,Widow,46734.97,0,0,2017-12-27,122,602.9,46.67,295.36,150.65,77.5,1624.38,5,4,4,10,18,0,0,0,0,0,0,0
1245,1989,2n Cycle,Divorced,24614.22,1,0,2019-03-17,353,537.2,72.53,215.98,97.96,50.67,689.55,3,8,5,13,13,0,0,0,0,0,0,0
1246,1980,Master,Single,75766.67,0,0,2016-12-11,156,1842.03,91.66,441.87,191.25,35.93,189.6,5,11,2,9,13,1,0,0,0,0,0,0
1247,1997,Graduation,Divorced,56307.73,2,2,2012-04-22,223,1713.54,81.89,139.76,129.2,50.1,409.29,9,7,4,8,12,0,0,0,0,0,1,0
1248,1951,Graduation,Divorced,77672.59,1,0,2017-10-06,8,1116.6,131.55,562.61,97.2,34.14,240.42,5,4,4,4,15,0,0,0,0,0,0,1
1249,1986,Graduation,Single,69562.03,1,2,2017-12-17,38,865.0,51.67,513.24,108.56,59.84,317.19,11,11,1,11,13,1,0,0,0,0,0,0
1250,1965,Basic,Married,38772.12,0,1,2018-02-04,206,684.53,140.03,478.87,129.48,81.07,599.01,6,13,3,13,9,1,0,0,0,0,0,0
1251,1959,Basic,Together,44129.22,0,2,2017-02-25,308,1107.36,162.0,450.68,76.59,45.9,415.36,5,10,3,5,13,0,1,0,0,0,0,0
1252,1969,Master,Married,82267.39,1,0,2015-06-16,86,1196.45,94.72,165.62,40.76,36.72,164.03,6,9,4,13,12,0,0,0,0,0,0,0
1253,1974,Master,Single,100350.73,1,2,2015-10-20,3,1206.09,82.48,380.82,94.78,57.52,593.69,5,3,5,13,14,0,0,0,0,0,0,0
1254,1960,Graduation,Together,52050.55,2,1,2012-06-26,140,2148.98,70.51,349.78,91.05,98.07,392.05,5,7,1,14,13,0,0,0,1,0,0,0
1255,1962,PhD,Married,72580.54,1,0,2015-08-19,116,1784.55,58.42,834.39,119.52,39.73,683.83,7,12,4,13,11,0,0,0,0,0,0,0
1256,1979,Master,Single,107827.65,1,2,2015-05-24,363,871.51,49.91,488.07,119.81,30.51,50.09,2,5,0,11,18,0,0,0,0,0,0,0
1257,1941,Graduation,Divorced,85585.93,2,2,2019-07-20,75,430.69,99.77,402.76,80.17,60.66,70.63,8,9,3,8,11,0,0,0,0,0,0,0
1258,1952,Graduation,Together,77000.16,1,0,2017-05-27,156,1963.64,63.98,424.23,229.98,21.95,453.22,5,5,3,17,19,1,1,0,0,0,0,0
1259,1970,Graduation,Single,54240.58,1,1,2012-10-14,19,1298.8,113.0,144.2,61.98,33.3,578.67,5,5,3,19,15,0,0,0,0,0,1,0
1260,1995,PhD,Married,53260.48,0,1,2012-04-24,38,667.38,33.53,164.9,223.02,39.25,395.53,6,7,2,16,12,0,0,0,1,0,0,0
1261,1980,Basic,Single,50266.98,0,1,2014-02-16,38,444.47,175.39,180.9,117.61,63.64,574.38,5,5,1,13,13,0,0,0,0,0,0,0
1262,1955,Graduation,Married,82408.65,1,0,2014-11-21,69,1090.65,57.99,325.76,259.9,84.75,259.14,3,7,5,10,10,0,0,0,0,1,0,0
1263,1943,Master,Married,108247.59,0,2,2012-02-15,64,544.45,40.53,193.98,191.08,38.46,580.03,2,14,6,18,19,0,0,0,0,0,1,0
1264,1986,2n Cycle,Single,53274.31,1,2,2019-06-20,194,539.53,81.34,222.96,158.95,33.85,378.91,6,8,5,17,12,0,0,0,0,0,0,0
1265,1999,Basic,Married,20633.14,2,2,2014-05-15,220,546.37,88.1,259.35,198.39,90.96,969.75,2,4,3,12,17,0,0,0,0,0,0,0
1266,1967,Graduation,Married,54011.61,0,0,2012-11-11,236,1742.78,81.78,159.96,193.12,17.12,389.11,4,8,3,8,10,0,0,0,0,0,0,1
1267,1966,Master,Single,75773.49,0,0,2012-02-20,360,1493.26,65.44,236.0,106.39,104.37,437.02,3,5,1,11,13,0,0,0,1,1,0,0
1268,1995,Graduation,Widow,46511.63,1,1,2014-03-08,159,473.93,92.81,245.3,296.02,16.05,250.73,3,10,3,9,11,0,1,0,1,0,0,0
1269,1966,Graduation,Together,55670.73,2,1,2017-05-22,199,1698.55,57.08,591.17,195.58,68.68,187.48,1,7,4,8,21,0,0,0,0,1,0,0
1270,1990,Graduation,Widow,62115.25,0,1,2015-08-11,162,984.79,53.94,311.5,207.99,71.95,72.5,4,11,3,15,17,0,1,0,0,0,1,0
1271,1976,Master,Married,119552.9,1,1,2013-06-15,136,1194.0,55.59,310.94,114.54,79.99,278.07,10,13,3,12,17,0,0,0,0,0,1,0
1272,1960,Graduation,Married,75259.6,1,2,2017-07-18,3,1008.83,44.44,404.41,75.03,72.18,0.0,4,5,5,12,11,0,0,0,0,1,1,0
1273,1949,Graduation,Widow,48160.09,1,0,2014-11-23,300,633.21,48.44,582.01,134.89,59.73,283.81,9,7,3,11,15,0,0,0,0,1,0,0
1274,1994,Master,Single,94621.97,1,0,2017-08-21,294,1825.23,82.37,133.5,191.45,77.62,137.12,7,6,1,8,12,0,0,0,1,0,0,0
1275,1981,Master,Single,65516.56,1,0,2014-06-20,81,1399.56,68.55,228.95,311.31,37.5,272.13,8,10,5,16,18,0,0,0,0,0,0,1
1276,1988,PhD,Single,108860.19,0,0,2019-11-25,326,2408.37,84.8,596.7,161.16,48.72,737.07,5,7,3,14,14,0,1,0,0,0,0,0
1277,1967,Master,Married,74354.28,1,2,2018-04-04,104,805.24,109.28,205.65,100.41,79.92,0.0,6,7,4,9,19,0,0,0,0,0,0,0
1278,1965,PhD,Together,130860.35,1,0,2012-12-02,196,1816.13,63.68,186.59,195.02,53.92,303.38,5,9,0,10,14,0,0,0,0,0,0,0
1279,1973,Graduation,Single,44613.34,0,0,2018-02-11,60,374.06,45.51,361.9,48.76,56.85,690.56,8,11,5,13,20,1,0,0,1,0,0,0
1280,1980,Graduation,Single,44352.12,0,1,2012-02-03,341,494.32,120.71,327.99,195.29,36.17,593.8,3,10,5,9,12,1,1,0,0,0,0,0
1281,1949,Basic,Divorced,62118.77,1,0,2013-08-08,24,2899.31,50.54,361.38,50.51,42.27,315.44,3,6,5,11,12,0,1,0,0,1,0,0
1282,1991,PhD,Together,73570.11,0,0,2018-11-25,238,823.19,10.93,258.62,0.0,89.11,376.31,8,5,1,14,15,0,0,0,1,0,0,0
1283,1946,Graduation,Widow,56976.52,1,1,2012-10-18,73,1893.41,37.42,399.96,144.93,72.36,399.2,3,12,2,11,14,0,0,0,0,0,0,0
1284,1989,Basic,Single,57615.47,1,0,2013-03-11,248,482.19,57.9,391.93,132.52,93.11,883.58,4,9,2,6,12,0,0,0,1,0,1,0
